tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
TH2-2a	TH2-2a_LP-DIR-T	TH2-2		py	194.0	33.6	2	3	-1	13.4	1.2	613	593	K		hargrave 2023-12-28 12:38:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-2a	TH2-2a_LP-DIR-T	TH2-2		lt	337.5	76.5	2	4	0	27.9	6.9	423	273	K		hargrave 2023-12-28 12:38:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-2a	TH2-2a_LP-DIR-T	TH2-2		py	76.6	62.1	2	3	0	13.4	1.2	613	593	K		hargrave 2023-12-28 12:38:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-2a	TH2-2a_LP-DIR-T	TH2-2		lt	157.7	54.0	2	4	-1	27.9	6.9	423	273	K		hargrave 2023-12-28 12:38:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-2a	TH2-2a_LP-DIR-T	TH2-2		py	76.6	62.1	2	3	100	13.4	1.2	613	593	K		hargrave 2023-12-28 12:38:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-3a	TH2-3a_LP-DIR-T	TH2-3		py	221.1	48.0	2	4	-1	11.9	4.4	613	583	K		hargrave 2023-12-28 12:40:18	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-3a	TH2-3a_LP-DIR-T	TH2-3		py	95.9	63.8	2	4	100	11.9	4.4	613	583	K		hargrave 2023-12-28 12:40:18	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-3a	TH2-3a_LP-DIR-T	TH2-3		lt	331.4	75.5	2	4	0	26.1	3.4	423	273	K		hargrave 2023-12-28 12:40:18	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-3a	TH2-3a_LP-DIR-T	TH2-3		lt	331.4	75.5	2	4	100	26.1	3.4	423	273	K		hargrave 2023-12-28 12:40:18	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-3a		TH2-3																	This study	LP-NOMAG				Grenville orogen	TH2
TH2-3a	TH2-3a_LP-DIR-T	TH2-3		lt	166.9	45.9	2	4	-1	26.1	3.4	423	273	K		hargrave 2023-12-28 12:40:18	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-3a	TH2-3a_LP-DIR-T	TH2-3		py	95.9	63.8	2	4	0	11.9	4.4	613	583	K		hargrave 2023-12-28 12:40:18	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-4a	TH2-4a_LP-DIR-T	TH2-4		py	243.4	53.7	2	3	-1	11.8	3.4	603	583	K		hargrave 2023-12-28 12:42:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-4a		TH2-4																	This study	LP-NOMAG				Grenville orogen	TH2
TH2-4a	TH2-4a_LP-DIR-T	TH2-4		lt	174.5	52.1	2	3	-1	30.1	5.0	373	273	K		hargrave 2023-12-28 12:42:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-4a	TH2-4a_LP-DIR-T	TH2-4		py	91.7	57.2	2	3	0	11.8	3.4	603	583	K		hargrave 2023-12-28 12:42:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-4a	TH2-4a_LP-DIR-T	TH2-4		lt	333.4	77.7	2	3	0	30.1	5.0	373	273	K		hargrave 2023-12-28 12:42:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-4a	TH2-4a_LP-DIR-T	TH2-4		py	91.7	57.2	2	3	100	11.8	3.4	603	583	K		hargrave 2023-12-28 12:42:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-4a	TH2-4a_LP-DIR-T	TH2-4		lt	333.4	77.7	2	3	100	30.1	5.0	373	273	K		hargrave 2023-12-28 12:42:03	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-5a		TH2-5																	This study	LP-NOMAG				Grenville orogen	TH2
TH2-5a	TH2-5a_LP-DIR-T	TH2-5		py	174.1	28.3	2	6	-1	19.2	5.7	613	548	K		hargrave 2024-04-10 08:52:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-5a	TH2-5a_LP-DIR-T	TH2-5		lt	144.6	61.2	2	4	-1	28.8	14.7	423	273	K		hargrave 2024-04-10 08:52:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-5a	TH2-5a_LP-DIR-T	TH2-5		py	87.5	61.0	2	6	0	19.2	5.7	613	548	K		hargrave 2024-04-10 08:52:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-5a	TH2-5a_LP-DIR-T	TH2-5		py	87.5	61.0	2	6	100	19.2	5.7	613	548	K		hargrave 2024-04-10 08:52:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-5a	TH2-5a_LP-DIR-T	TH2-5		lt	340.3	71.6	2	4	100	28.8	14.7	423	273	K		hargrave 2024-04-10 08:52:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-5a	TH2-5a_LP-DIR-T	TH2-5		lt	340.3	71.6	2	4	0	28.8	14.7	423	273	K		hargrave 2024-04-10 08:52:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-6a	TH2-6a_LP-DIR-T	TH2-6		py	217.0	50.1	1	6	-1	13.9	3.8	613	548	K		hargrave 2023-12-28 12:47:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH2
TH2-6a	TH2-6a_LP-DIR-T	TH2-6		py	99.4	62.3	1	6	0	13.9	3.8	613	548	K		hargrave 2023-12-28 12:47:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH2
TH2-6a	TH2-6a_LP-DIR-T	TH2-6		py	99.4	62.3	1	6	100	13.9	3.8	613	548	K		hargrave 2023-12-28 12:47:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH2
TH2-6a		TH2-6																	This study	LP-NOMAG				Grenville orogen	TH2
TH3-1a		TH3-1																	This study	LP-NOMAG				Grenville orogen	TH3
TH3-1a	TH3-1a_LP-DIR-T	TH3-1		py	186.2	43.2	1	4	-1	0.2	0.6	593	548	K		hargrave 2023-12-28 12:48:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH3
TH3-1a	TH3-1a_LP-DIR-T	TH3-1		py	108.5	62.3	1	4	0	0.2	0.6	593	548	K		hargrave 2023-12-28 12:48:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH3
TH3-1a	TH3-1a_LP-DIR-T	TH3-1		py	108.5	62.3	1	4	100	0.2	0.6	593	548	K		hargrave 2023-12-28 12:48:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH3
TH3-2a	TH3-2a_LP-DIR-T	TH3-2		py	89.0	68.1	1	4	100	7.3	3.1	593	548	K		hargrave 2023-12-28 12:50:19	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH3
TH3-2a		TH3-2																	This study	LP-NOMAG				Grenville orogen	TH3
TH3-2a	TH3-2a_LP-DIR-T	TH3-2		py	89.0	68.1	1	4	0	7.3	3.1	593	548	K		hargrave 2023-12-28 12:50:19	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH3
TH3-2a	TH3-2a_LP-DIR-T	TH3-2		py	194.7	37.8	1	4	-1	7.3	3.1	593	548	K		hargrave 2023-12-28 12:50:19	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH3
TH3-3a	TH3-3a_LP-DIR-T	TH3-3		py	91.0	59.2	1	7	100	56.1	2.8	613	523	K		hargrave 2024-04-13 20:12:50	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH3
TH3-3a		TH3-3																	This study	LP-NOMAG				Grenville orogen	TH3
TH3-3a	TH3-3a_LP-DIR-T	TH3-3		py	218.6	65.3	1	7	-1	56.1	2.8	613	523	K		hargrave 2024-04-13 20:12:50	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH3
TH3-3a	TH3-3a_LP-DIR-T	TH3-3		py	91.0	59.2	1	7	0	56.1	2.8	613	523	K		hargrave 2024-04-13 20:12:50	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH3
TH3-4a	TH3-4a_LP-DIR-T	TH3-4		py	101.7	60.5	1	6	100	5.4	3.8	593	473	K		hargrave 2024-04-10 08:55:57	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH3
TH3-4a		TH3-4																	This study	LP-NOMAG				Grenville orogen	TH3
TH3-4a	TH3-4a_LP-DIR-T	TH3-4		py	101.7	60.5	1	6	0	5.4	3.8	593	473	K		hargrave 2024-04-10 08:55:57	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH3
TH3-4a	TH3-4a_LP-DIR-T	TH3-4		py	180.7	60.5	1	6	-1	5.4	3.8	593	473	K		hargrave 2024-04-10 08:55:57	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH3
TH3-5a	TH3-5a_LP-DIR-T	TH3-5		py	133.3	74.8	1	4	100	3.0	3.4	573	473	K		hargrave 2023-12-28 12:54:35	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH3
TH3-5a	TH3-5a_LP-DIR-T	TH3-5		py	133.3	74.8	1	4	0	3.0	3.4	573	473	K		hargrave 2023-12-28 12:54:35	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH3
TH3-5a	TH3-5a_LP-DIR-T	TH3-5		py	177.6	58.1	1	4	-1	3.0	3.4	573	473	K		hargrave 2023-12-28 12:54:35	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH3
TH3-5a		TH3-5																	This study	LP-NOMAG				Grenville orogen	TH3
TH3-6a	TH3-6a_LP-DIR-T	TH3-6		py	102.0	67.5	1	4	0	1.9	2.2	573	473	K		hargrave 2023-12-28 12:56:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH3
TH3-6a	TH3-6a_LP-DIR-T	TH3-6		py	203.8	58.9	1	4	-1	1.9	2.2	573	473	K		hargrave 2023-12-28 12:56:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH3
TH3-6a	TH3-6a_LP-DIR-T	TH3-6		py	102.0	67.5	1	4	100	1.9	2.2	573	473	K		hargrave 2023-12-28 12:56:07	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH3
TH3-6a		TH3-6																	This study	LP-NOMAG				Grenville orogen	TH3
TH3-7a		TH3-7																	This study	LP-NOMAG				Grenville orogen	TH3
TH3-7a	TH3-7a_LP-DIR-T	TH3-7		py	96.4	72.3	1	6	100	3.1	1.8	583	423	K		hargrave 2023-12-28 12:57:40	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TH3
TH3-7a	TH3-7a_LP-DIR-T	TH3-7		py	96.4	72.3	1	6	0	3.1	1.8	583	423	K		hargrave 2023-12-28 12:57:40	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TH3
TH3-7a	TH3-7a_LP-DIR-T	TH3-7		py	167.9	47.1	1	6	-1	3.1	1.8	583	423	K		hargrave 2023-12-28 12:57:40	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TH3
TU1-10a	TU1-10a_LP-DIR-T	TU1-10		mmt	329.4	-49.6	1	17	100	1.3	9.3	861	813	K		hargrave 2024-04-18 17:37:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-10a	TU1-10a_LP-DIR-T	TU1-10		mmt	329.4	-49.6	1	17	0	1.3	9.3	861	813	K		hargrave 2024-04-18 17:37:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-10a		TU1-10																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-10a	TU1-10a_LP-DIR-T	TU1-10		mmt	26.2	-23.9	1	17	-1	1.3	9.3	861	813	K		hargrave 2024-04-18 17:37:04	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-1a	TU1-1a_LP-DIR-T	TU1-1		mmt	24.7	-4.9	1	18	-1	1.0	9.0	853	803	K		hargrave 2024-04-13 20:16:53	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-1a	TU1-1a_LP-DIR-T	TU1-1		mmt	329.7	-57.1	1	18	0	1.0	9.0	853	803	K		hargrave 2024-04-13 20:16:53	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-1a	TU1-1a_LP-DIR-T	TU1-1		mmt	329.7	-57.1	1	18	100	1.0	9.0	853	803	K		hargrave 2024-04-13 20:16:53	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-1a		TU1-1																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-2a	TU1-2a_LP-DIR-T	TU1-2		mmt	320.8	-50.7	2	21	0	1.2	8.6	865	803	K		hargrave 2024-04-19 15:54:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-2a	TU1-2a_LP-DIR-T	TU1-2		pdf	102.8	49.3	2	3	-1	63.9	5.4	373	273	K		hargrave 2024-04-19 15:54:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-2a	TU1-2a_LP-DIR-T	TU1-2		mmt	21.8	-2.3	2	21	-1	1.2	8.6	865	803	K		hargrave 2024-04-19 15:54:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-2a	TU1-2a_LP-DIR-T	TU1-2		pdf	335.2	34.2	2	3	100	63.9	5.4	373	273	K		hargrave 2024-04-19 15:54:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-2a	TU1-2a_LP-DIR-T	TU1-2		mmt	320.8	-50.7	2	21	100	1.2	8.6	865	803	K		hargrave 2024-04-19 15:54:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-2a	TU1-2a_LP-DIR-T	TU1-2		pdf	335.2	34.2	2	3	0	63.9	5.4	373	273	K		hargrave 2024-04-19 15:54:55	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-2a		TU1-2																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-3a	TU1-3a_LP-DIR-T	TU1-3		mmt	312.4	-52.4	1	21	100	2.6	4.3	853	793	K		hargrave 2024-04-13 20:19:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-3a		TU1-3																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-3a	TU1-3a_LP-DIR-T	TU1-3		mmt	49.2	-37.0	1	21	-1	2.6	4.3	853	793	K		hargrave 2024-04-13 20:19:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-3a	TU1-3a_LP-DIR-T	TU1-3		mmt	312.4	-52.4	1	21	0	2.6	4.3	853	793	K		hargrave 2024-04-13 20:19:44	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-4a		TU1-4																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-4a	TU1-4a_LP-DIR-T	TU1-4		mmt	45.4	-15.1	1	18	-1	4.6	9.2	853	803	K		hargrave 2024-04-13 20:21:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-4a	TU1-4a_LP-DIR-T	TU1-4		mmt	313.4	-46.5	1	18	0	4.6	9.2	853	803	K		hargrave 2024-04-13 20:21:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-4a	TU1-4a_LP-DIR-T	TU1-4		mmt	313.4	-46.5	1	18	100	4.6	9.2	853	803	K		hargrave 2024-04-13 20:21:15	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-5a	TU1-5a_LP-DIR-T	TU1-5		mt	287.0	7.0	2	5	0	1.5	4.0	865	848	K		hargrave 2024-04-19 15:56:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-5a	TU1-5a_LP-DIR-T	TU1-5		mmt	304.4	-49.1	2	12	0	43.1	19.6	839	813	K		hargrave 2024-04-19 15:56:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-5a	TU1-5a_LP-DIR-T	TU1-5		mt	63.8	65.3	2	5	-1	1.5	4.0	865	848	K		hargrave 2024-04-19 15:56:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-5a		TU1-5																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-5a	TU1-5a_LP-DIR-T	TU1-5		mmt	304.4	-49.1	2	12	100	43.1	19.6	839	813	K		hargrave 2024-04-19 15:56:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-5a	TU1-5a_LP-DIR-T	TU1-5		mmt	25.4	13.4	2	12	-1	43.1	19.6	839	813	K		hargrave 2024-04-19 15:56:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-5a	TU1-5a_LP-DIR-T	TU1-5		mt	287.0	7.0	2	5	100	1.5	4.0	865	848	K		hargrave 2024-04-19 15:56:28	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-6a	TU1-6a_LP-DIR-T	TU1-6		py	191.7	-2.3	1	5	-1	11.9	6.8	583	423	K		hargrave 2023-12-28 13:11:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-6a	TU1-6a_LP-DIR-T	TU1-6		py	98.6	59.5	1	5	0	11.9	6.8	583	423	K		hargrave 2023-12-28 13:11:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-6a	TU1-6a_LP-DIR-T	TU1-6		py	98.6	59.5	1	5	100	11.9	6.8	583	423	K		hargrave 2023-12-28 13:11:05	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-6a		TU1-6																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-7a		TU1-7																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-7a	TU1-7a_LP-DIR-T	TU1-7		pdf	153.4	25.2	1	3	-1	13.3	14.9	373	273	K		hargrave 2023-12-28 13:14:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-7a	TU1-7a_LP-DIR-T	TU1-7		pdf	351.5	65.9	1	3	0	13.3	14.9	373	273	K		hargrave 2023-12-28 13:14:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-7a	TU1-7a_LP-DIR-T	TU1-7		pdf	351.5	65.9	1	3	100	13.3	14.9	373	273	K		hargrave 2023-12-28 13:14:17	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-8a	TU1-8a_LP-DIR-T	TU1-8		pdf	4.1	50.3	2	3	100	38.0	33.8	373	273	K		hargrave 2023-12-28 13:15:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-8a	TU1-8a_LP-DIR-T	TU1-8		py	67.9	65.4	2	5	100	2.7	2.2	583	473	K		hargrave 2023-12-28 13:15:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-8a	TU1-8a_LP-DIR-T	TU1-8		pdf	4.1	50.3	2	3	0	38.0	33.8	373	273	K		hargrave 2023-12-28 13:15:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-8a		TU1-8																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-8a	TU1-8a_LP-DIR-T	TU1-8		pdf	140.0	23.3	2	3	-1	38.0	33.8	373	273	K		hargrave 2023-12-28 13:15:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-8a	TU1-8a_LP-DIR-T	TU1-8		py	178.4	22.4	2	5	-1	2.7	2.2	583	473	K		hargrave 2023-12-28 13:15:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-8a	TU1-8a_LP-DIR-T	TU1-8		py	67.9	65.4	2	5	0	2.7	2.2	583	473	K		hargrave 2023-12-28 13:15:46	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-9a		TU1-9																	This study	LP-NOMAG				Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		mmt	40.1	-11.8	3	14	-1	30.1	22.8	836	803	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		pdf	169.1	54.0	3	4	-1	70.7	5.5	423	273	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		mt	281.1	-2.6	3	6	0	2.6	2.5	861	839	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		mmt	306.3	-36.7	3	14	0	30.1	22.8	836	803	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		pdf	348.7	83.6	3	4	0	70.7	5.5	423	273	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		mt	281.1	-2.6	3	6	100	2.6	2.5	861	839	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		mmt	306.3	-36.7	3	14	100	30.1	22.8	836	803	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		pdf	348.7	83.6	3	4	100	70.7	5.5	423	273	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Grenville orogen	TU1
TU1-9a	TU1-9a_LP-DIR-T	TU1-9		mt	30.5	28.3	3	6	-1	2.6	2.5	861	839	K		hargrave 2024-04-18 17:35:31	pmagpy-4.2.113: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Grenville orogen	TU1
